order_id,item_id,quantity
5402,10005,2
5403,10003,3
5403,10001,7
5403,10007,1
5404,10006,4
5404,10007,5
5404,10003,5
5404,10001,10
5404,10010,9
5404,10009,9
5404,10002,1
5404,10004,2
5405,10001,2
5405,10006,6
5405,10002,6
5405,10003,7
5405,10008,5
5406,10005,8
5406,10004,3
5406,10002,9
5406,10010,6
5406,10001,10
5406,10009,6
5406,10008,9
5407,10006,7
5408,10009,5
5408,10007,10
5408,10008,8
5409,10004,8
5409,10006,4
5409,10002,3
5409,10005,10
5409,10001,10
5410,10002,10
5410,10005,6
5410,10003,6
5411,10001,5
5411,10003,6
5411,10009,6
5412,10007,6
5412,10009,5
5412,10001,10
5413,10010,2
5413,10001,6
5413,10007,1
5413,10002,8
5413,10005,3
5413,10004,10
5413,10003,7
5413,10006,5
5414,10006,3
5414,10005,6
5414,10010,1
5414,10003,7
5415,10006,1
5415,10010,4
5416,10009,8
5416,10005,6
5416,10010,8
5416,10008,5
5416,10006,5
5416,10002,3
5417,10010,1
5418,10006,10
5418,10001,1
5418,10007,4
5418,10009,3
5418,10005,8
5418,10010,6
5418,10004,3
5419,10004,1
5419,10002,10
5420,10010,10
5420,10002,8
5420,10009,2
5420,10007,6
5420,10008,9
5420,10006,2
5420,10001,8
5420,10004,3
5421,10004,3
5421,10009,1
5421,10006,4
5421,10005,1
5422,10006,9
5422,10001,6
5422,10002,3
5423,10004,1
5423,10001,9
5423,10006,3
5423,10008,7
5423,10010,9
5424,10008,8
5424,10001,3
5424,10009,3
5424,10002,7
5424,10004,7
5424,10007,6
5425,10009,9
5425,10004,3
5425,10008,10
5425,10010,2
5425,10001,7
5425,10003,3
5425,10002,5
5425,10005,3
5426,10010,4
5426,10001,3
5426,10004,5
5426,10006,10
5426,10007,8
5426,10008,7
5426,10005,7
5426,10009,7
5427,10010,1
5427,10008,10
5427,10004,4
5427,10003,9
5428,10001,3
5428,10002,3
5428,10008,5
5428,10003,6
5428,10004,10
5428,10009,1
5428,10005,7
5428,10007,1
5429,10005,6
5429,10008,8
5429,10009,2
5429,10002,8
5429,10007,6
5429,10010,1
5429,10004,1
5429,10003,6
5430,10004,9
5430,10005,7
5431,10007,2
5432,10005,7
5432,10007,8
5432,10006,6
5432,10008,4
5432,10001,5
5432,10002,2
5432,10010,6
5433,10010,6
5433,10006,1
5433,10004,9
5433,10009,7
5433,10008,1
5433,10005,6
5434,10010,10
5434,10008,10
5435,10003,2
5435,10009,8
5435,10001,4
5435,10002,1
5436,10010,1
5436,10008,4
5437,10001,5
5437,10007,5
5437,10004,4
5438,10005,7
5438,10004,4
5438,10001,9
5438,10003,10
5438,10010,7
5439,10005,5
5440,10006,3
5441,10007,10
5442,10007,7
5443,10010,6
5443,10005,3
5443,10006,8
5443,10001,1
5443,10009,10
5443,10004,4
5443,10002,3
5444,10010,8
5444,10006,4
5444,10005,1
5444,10009,10
5444,10008,10
5445,10005,9
5445,10002,1
5445,10007,6
5445,10008,10
5445,10001,1
5445,10003,2
5445,10004,4
5445,10006,4
5446,10010,10
5446,10009,9
5446,10004,2
5447,10007,3
5447,10001,3
5447,10004,2
5448,10005,6
5448,10003,2
5448,10007,5
5448,10009,5
5449,10008,7
5449,10003,9
5449,10001,7
5449,10010,4
5449,10005,2
5449,10004,3
5450,10008,9
5450,10005,7
5450,10006,10
5450,10001,3
5451,10008,1
5451,10001,3
5451,10002,2
5451,10003,5
5451,10004,6
5452,10006,1
5453,10003,6
5453,10005,9
5453,10006,3
5453,10002,1
5453,10001,8
5453,10004,7
5453,10008,7
5454,10003,3
5455,10007,2
5455,10002,10
5455,10006,6
5455,10004,1
5455,10001,2
5456,10004,6
5456,10010,7
5456,10009,6
5456,10003,6
5456,10005,6
5456,10001,2
5456,10007,1
5456,10002,3
5457,10003,6
5457,10001,9
5457,10006,3
5458,10006,8
5458,10002,5
5458,10005,8
5458,10004,4
5458,10001,10
5458,10007,5
5458,10008,4
5459,10010,9
5459,10007,5
5460,10009,5
5460,10002,8
5460,10007,7
5460,10004,1
5460,10001,3
5460,10010,4
5461,10005,6
5461,10010,4
5461,10001,8
5461,10007,3
5461,10006,2
5462,10010,2
5462,10006,2
5463,10008,7
5463,10010,6
5463,10006,1
5463,10009,4
5463,10001,1
5464,10002,5
5464,10006,3
5464,10007,6
5464,10004,10
5464,10005,6
5464,10009,3
5465,10007,10
5465,10006,9
5465,10005,3
5466,10005,7
5466,10008,5
5467,10006,4
5467,10004,10
5467,10005,10
5468,10004,9
5468,10008,8
5468,10009,4
5468,10007,7
5468,10005,1
5468,10002,2
5468,10006,1
5468,10003,8
5469,10001,7
5470,10002,5
5470,10001,6
5470,10004,7
5471,10002,2
5471,10006,1
5471,10008,3
5471,10003,1
5471,10005,7
5472,10004,7
5472,10002,4
5472,10005,6
5472,10003,6
5473,10010,1
5474,10001,10
5474,10004,3
5474,10009,8
5474,10007,10
5474,10003,1
5474,10010,5
5474,10008,1
5474,10006,3
5475,10004,3
5475,10005,3
5476,10001,6
5476,10006,8
5476,10002,4
5476,10007,3
5476,10009,7
5476,10010,8
5476,10005,2
5477,10005,6
5478,10006,5
5478,10001,7
5478,10003,10
5478,10008,9
5478,10007,8
5478,10002,10
5478,10004,10
5479,10005,1
5479,10006,9
5479,10007,1
5479,10010,1
5479,10009,1
5480,10009,2
5480,10007,10
5480,10001,7
5480,10005,6
5480,10002,6
5480,10010,3
5481,10006,7
5481,10001,6
5482,10004,5
5482,10008,5
5482,10010,8
5482,10002,10
5482,10003,4
5482,10006,10
5482,10001,7
5483,10002,8
5484,10010,6
5484,10003,3
5484,10004,3
5485,10002,8
5485,10006,6
5485,10005,4
5485,10010,10
5485,10008,8
5485,10003,2
5485,10009,3
5485,10001,5
5486,10009,9
5486,10003,2
5486,10002,1
5486,10005,9
5486,10007,1
5487,10007,6
5487,10009,3
5487,10001,8
5487,10010,2
5487,10006,3
5487,10003,1
5488,10010,4
5489,10005,7
5489,10006,7
5489,10001,2
5489,10009,5
5489,10007,6
5490,10002,8
5490,10008,8
5490,10004,6
5490,10006,5
5490,10005,2
5490,10007,6
5490,10001,5
5490,10009,5
5491,10009,4
5492,10005,2
5492,10004,1
5492,10008,6
5492,10007,3
5492,10001,2
5492,10006,9
5492,10010,2
5492,10002,1
5493,10007,10
5493,10005,3
5493,10004,9
5494,10002,6
5495,10006,7
5495,10010,7
5495,10001,3
5496,10004,8
5496,10006,5
5496,10001,10
5496,10010,10
5496,10003,4
5496,10008,10
5497,10005,3
5497,10006,9
5497,10003,2
5498,10002,7
5498,10004,3
5498,10007,2
5498,10001,4
5498,10003,4
5499,10009,10
5499,10002,9
5499,10004,3
5499,10005,10
5499,10010,4
5499,10001,10
5499,10007,8
5499,10003,7
5500,10010,7
5500,10008,1
5500,10001,2
5500,10006,3
5500,10003,2
5500,10007,1
5500,10005,2
5500,10002,8
5501,10001,10
5501,10004,6
5501,10007,10
5501,10009,2
5502,10007,9
5502,10003,8
5502,10010,2
5502,10009,7
5502,10002,5
5502,10004,9
5502,10001,10
5503,10009,1
5503,10010,1
5503,10002,5
5503,10006,2
5503,10008,5
5504,10003,1
5505,10002,7
5505,10009,3
5505,10001,1
5505,10004,7
5505,10007,4
5506,10005,4
5506,10009,8
5506,10002,3
5506,10004,4
5506,10007,4
5506,10001,10
5506,10010,6
5507,10003,1
5508,10008,9
5508,10010,6
5508,10002,1
5508,10004,6
5508,10003,9
5508,10006,2
5509,10002,10
5509,10004,8
5509,10010,2
5510,10003,3
5510,10001,7
5510,10007,9
5511,10003,9
5511,10005,2
5511,10007,3
5511,10004,4
5511,10009,6
5511,10006,6
5511,10008,7
5511,10001,7
5512,10008,6
5512,10005,5
5512,10002,7
5512,10001,5
5512,10009,1
5512,10004,4
5512,10010,5
5513,10001,1
5513,10008,4
5513,10003,6
5513,10009,1
5513,10010,5
5513,10005,5
5513,10007,4
5514,10003,1
5514,10008,9
5515,10006,4
5515,10002,5
5516,10009,2
5516,10007,8
5516,10008,2
5516,10003,7
5517,10002,10
5517,10005,2
5517,10008,5
5517,10003,2
5518,10009,6
5518,10005,8
5518,10002,6
5518,10001,1
5518,10003,7
5518,10008,7
5519,10004,8
5519,10002,7
5519,10008,9
5519,10009,7
5519,10010,7
5519,10003,4
5519,10001,6
5520,10008,10
5520,10007,3
5520,10010,5
5520,10003,8
5520,10004,1
5521,10005,5
5521,10006,4
5521,10010,7
5521,10007,3
5521,10004,8
5521,10009,1
5521,10003,5
5521,10001,2
5522,10010,3
5522,10006,1
5522,10009,7
5522,10004,4
5522,10003,6
5522,10007,6
5522,10001,4
5523,10003,9
5523,10006,1
5523,10008,8
5523,10004,2
5523,10001,6
5523,10009,3
5523,10005,7
5523,10010,8
5524,10007,4
5524,10008,2
5524,10002,9
5525,10009,7
5526,10007,4
5526,10005,6
5527,10003,7
5528,10008,6
5528,10010,10
5529,10004,3
5530,10008,6
5531,10002,9
5531,10004,9
5531,10006,8
5531,10003,3
5531,10001,4
5531,10010,1
5531,10007,4
5531,10009,9
5532,10003,3
5532,10001,5
5532,10006,6
5532,10010,1
5533,10005,3
5533,10004,10
5533,10003,10
5533,10007,1
5533,10008,1
5533,10009,9
5533,10006,3
5534,10004,4
5534,10010,2
5535,10009,6
5535,10007,5
5535,10001,8
5535,10010,1
5536,10002,7
5536,10001,9
5537,10004,8
5538,10008,4
5538,10003,2
5538,10002,1
5539,10008,1
5539,10002,5
5539,10010,4
5539,10003,6
5539,10004,1
5540,10004,2
5540,10002,10
5540,10008,6
5540,10007,2
5540,10006,7
5541,10004,9
5541,10006,10
5541,10001,8
5541,10002,7
5541,10009,6
5542,10008,3
5543,10001,1
5544,10008,10
5544,10004,6
5544,10005,2
5544,10006,7
5544,10010,1
5544,10007,8
5544,10002,7
5544,10003,4
5545,10001,5
5545,10004,5
5545,10002,3
5545,10010,4
5545,10005,4
5545,10007,9
5545,10003,6
5545,10006,10
5546,10006,4
5546,10007,1
5547,10001,5
5547,10003,9
5547,10009,1
5547,10002,3
5547,10007,9
5547,10008,3
5547,10010,7
5547,10005,10
5548,10007,4
5548,10010,5
5548,10001,5
5548,10008,8
5548,10004,1
5548,10002,2
5548,10003,3
5549,10008,5
5549,10007,9
5549,10005,5
5549,10001,2
5549,10003,1
5549,10009,2
5549,10010,1
5550,10006,1
5551,10005,5
5552,10009,7
5552,10008,4
5552,10007,10
5553,10005,6
5553,10007,1
5553,10001,10
5554,10003,6
5554,10007,4
5554,10005,8
5554,10009,10
5554,10008,5
5555,10002,2
5555,10005,2
5555,10003,6
5555,10004,3
5555,10006,1
5556,10009,5
5556,10006,2
5556,10005,1
5556,10010,1
5556,10002,2
5556,10008,6
5557,10002,3
5558,10010,8
5558,10007,5
5558,10001,2
5558,10004,2
5558,10008,4
5558,10005,1
5558,10009,8
5559,10005,7
5559,10001,10
5559,10002,1
5560,10006,6
5560,10007,1
5560,10001,9
5560,10002,4
5561,10007,7
5561,10006,6
5562,10005,9
5562,10001,7
5562,10008,9
5562,10002,6
5563,10001,6
5564,10002,6
5564,10010,1
5564,10004,3
5564,10006,2
5565,10010,7
5565,10004,10
5565,10009,5
5565,10007,2
5565,10002,10
5565,10001,5
5566,10006,1
5566,10003,10
5566,10002,5
5566,10008,10
5566,10004,7
5567,10008,4
5567,10004,8
5568,10001,9
5568,10004,10
5568,10007,6
5568,10006,7
5568,10002,9
5568,10009,6
5569,10007,7
5569,10004,8
5569,10008,8
5569,10009,9
5570,10001,7
5570,10006,2
5570,10003,1
5571,10007,3
5571,10001,4
5571,10009,6
5571,10003,6
5571,10005,8
5572,10009,8
5572,10004,10
5572,10002,5
5573,10003,7
5573,10002,4
5573,10010,4
5573,10009,8
5573,10008,4
5573,10006,9
5573,10001,10
5574,10004,3
5574,10008,8
5574,10001,3
5574,10010,8
5574,10007,1
5575,10006,7
5575,10004,1
5575,10009,4
5575,10008,10
5575,10007,1
5575,10003,5
5576,10007,8
5576,10010,8
5576,10001,6
5577,10007,1
5577,10004,10
5577,10003,6
5577,10009,2
5577,10002,5
5578,10010,10
5578,10002,4
5578,10004,7
5578,10006,1
5578,10007,4
5579,10006,9
5580,10002,4
5580,10009,2
5580,10005,4
5580,10007,5
5580,10003,2
5580,10008,2
5580,10001,1
5581,10008,1
5582,10008,1
5582,10003,2
5582,10007,4
5582,10009,7
5582,10010,7
5583,10003,5
5583,10007,2
5583,10009,6
5583,10001,6
5583,10006,4
5584,10002,6
5584,10008,1
5584,10003,5
5584,10006,1
5584,10005,1
5584,10004,3
5585,10005,1
5585,10008,7
5585,10001,10
5586,10006,10
5586,10009,4
5586,10008,2
5586,10005,2
5586,10004,5
5586,10001,9
5586,10003,6
5587,10003,10
5587,10005,5
5587,10001,4
5587,10009,10
5587,10008,6
5587,10006,9
5588,10004,10
5588,10002,10
5588,10006,9
5588,10008,3
5589,10003,5
5589,10007,9
5589,10002,9
5589,10008,4
5589,10006,5
5589,10005,1
5590,10008,8
5590,10006,9
5591,10008,3
5591,10001,7
5592,10001,4
5592,10010,7
5592,10002,10
5592,10006,3
5592,10004,9
5592,10007,10
5592,10009,8
5592,10008,5
5593,10010,3
5593,10002,2
5593,10009,2
5593,10005,9
5593,10006,2
5594,10006,4
5594,10010,4
5594,10002,6
5594,10009,8
5594,10004,9
5595,10006,10
5596,10010,2
5596,10004,1
5596,10008,5
5596,10007,8
5596,10006,6
5596,10009,2
5597,10010,3
5597,10006,8
5597,10003,3
5597,10004,1
5597,10008,7
5597,10001,6
5597,10007,3
5598,10008,6
5598,10003,10
5598,10004,10
5598,10010,9
5598,10006,4
5598,10001,10
5598,10002,3
5598,10005,10
5599,10001,9
5599,10002,8
5599,10006,1
5600,10003,2
5600,10004,1
5600,10007,6
5600,10009,9
5600,10005,5
5600,10001,3
5600,10010,6
5601,10001,3
5601,10009,9
5601,10003,8
5601,10010,2
5601,10004,4
5601,10008,10
5601,10006,9
5601,10005,9
5602,10009,10
5602,10010,8
5603,10006,5
5604,10001,10
5604,10007,1
5604,10003,4
5605,10003,3
5605,10007,8
5605,10001,8
5605,10004,9
5605,10005,7
5606,10005,1
5606,10010,8
5606,10003,6
5607,10003,8
5607,10005,1
5607,10001,4
5607,10009,7
5608,10003,8
5608,10001,4
5608,10009,3
5608,10004,9
5609,10004,10
5609,10010,1
5609,10007,8
5609,10006,2
5609,10008,9
5609,10009,8
5609,10002,9
5609,10003,8
5610,10002,1
5610,10001,2
5610,10006,1
5611,10002,7
5611,10008,7
5611,10007,4
5611,10005,8
5611,10010,10
5612,10004,3
5612,10001,1
5612,10010,1
5612,10009,3
5612,10005,10
5612,10002,1
5613,10009,5
5613,10001,10
5613,10002,4
5613,10007,6
5613,10005,2
5613,10008,9
5613,10010,3
5614,10004,8
5614,10005,6
5614,10008,10
5614,10006,8
5614,10001,7
5614,10010,9
5615,10007,3
5615,10003,10
5615,10002,9
5616,10007,10
5616,10006,8
5616,10010,2
5616,10005,8
5616,10001,7
5616,10002,2
5616,10009,7
5616,10003,1
5617,10009,8
5617,10002,1
5618,10003,2
5618,10006,8
5618,10009,6
5618,10002,2
5618,10001,6
5618,10010,9
5618,10007,5
5618,10005,6
5619,10001,1
5619,10003,4
5620,10007,3
5620,10004,2
5620,10001,4
5620,10006,9
5620,10003,5
5620,10009,5
5621,10007,9
5621,10008,1
5621,10005,5
5621,10003,9
5622,10010,7
5622,10004,10
5622,10008,3
5622,10009,9
5622,10007,10
5622,10006,9
5622,10005,3
5622,10003,10
5623,10009,4
5623,10004,6
5623,10005,10
5623,10006,3
5623,10003,10
5624,10005,2
5624,10001,1
5624,10008,10
5624,10009,7
5624,10006,7
5624,10010,6
5625,10003,7
5625,10004,7
5625,10002,1
5625,10006,1
5625,10005,8
5626,10009,10
5626,10005,8
5626,10006,2
5626,10001,4
5626,10002,9
5626,10007,7
5626,10004,3
5626,10003,3
5627,10003,2
5628,10007,8
5628,10005,5
5628,10004,1
5628,10001,9
5628,10003,1
5628,10009,5
5628,10002,10
5628,10010,2
5629,10004,9
5629,10001,10
5630,10008,9
5630,10009,6
5631,10003,3
5632,10004,6
5632,10009,5
5632,10001,10
5632,10003,5
5632,10006,9
5632,10002,10
5632,10010,10
5633,10004,8
5633,10002,7
5633,10009,5
5633,10005,2
5633,10008,5
5634,10001,7
5634,10002,8
5634,10010,1
5635,10005,9
5635,10010,9
5635,10004,7
5635,10001,2
5635,10008,8
5636,10005,9
5636,10006,6
5636,10007,1
5637,10007,4
5637,10002,10
5637,10006,6
5637,10008,7
5638,10003,7
5638,10004,1
5639,10001,1
5639,10010,1
5639,10006,3
5639,10008,7
5639,10005,6
5640,10010,10
5640,10006,2
5640,10003,3
5640,10008,10
5640,10004,5
5640,10007,10
5640,10005,8
5640,10002,7
5641,10003,8
5642,10003,2
5642,10010,2
5642,10007,6
5643,10005,5
5643,10004,5
5643,10001,1
5643,10010,5
5643,10008,9
5644,10009,9
5645,10003,5
5645,10006,4
5645,10009,1
5645,10002,4
5645,10005,10
5645,10004,5
5646,10008,8
5647,10001,1
5647,10003,6
5647,10004,8
5647,10005,6
5647,10008,8
5648,10002,2
5648,10004,7
5648,10006,5
5648,10010,4
5648,10003,4
5648,10008,5
5649,10005,2
5649,10002,4
5649,10001,5
5649,10004,2
5650,10004,10
5651,10006,3
5651,10002,1
5651,10004,2
5651,10003,1
5651,10009,6
5651,10007,3
5651,10010,7
5651,10005,8
5652,10007,7
5652,10008,10
5652,10003,5
5652,10001,8
5652,10005,8
5653,10004,10
5653,10002,2
5654,10001,2
5654,10010,7
5654,10003,5
5654,10009,7
5654,10006,7
5655,10004,7
5655,10009,7
5655,10002,5
5655,10003,8
5655,10006,3
5655,10007,2
5655,10001,6
5655,10010,8
5656,10008,2
5656,10002,1
5656,10007,9
5656,10010,9
5657,10004,1
5657,10005,6
5657,10007,2
5657,10002,3
5658,10008,9
5658,10010,7
5658,10002,1
5658,10006,10
5659,10003,2
5659,10008,1
5659,10006,10
5659,10005,8
5659,10001,10
5660,10009,1
5660,10003,9
5660,10010,1
5661,10003,7
5661,10007,5
5661,10005,8
5661,10004,4
5661,10010,6
5661,10006,10
5661,10001,2
5662,10009,10
5663,10005,3
5664,10010,10
5664,10001,2
5664,10007,7
5664,10006,8
5664,10002,2
5664,10003,3
5664,10008,6
5665,10006,8
5665,10010,4
5665,10001,5
5665,10005,3
5665,10009,5
5665,10002,4
5666,10006,4
5666,10005,5
5666,10008,5
5666,10001,6
5666,10003,6
5667,10010,2
5667,10004,5
5667,10008,7
5667,10005,8
5667,10002,10
5667,10007,4
5667,10006,8
5668,10010,3
5668,10009,3
5668,10005,6
5668,10003,5
5668,10004,3
5668,10006,1
5668,10002,4
5668,10008,1
5669,10006,10
5669,10002,1
5669,10005,7
5669,10008,2
5669,10004,6
5669,10001,4
5669,10009,3
5670,10003,7
5670,10004,7
5670,10008,6
5670,10010,9
5670,10005,5
5670,10006,5
5670,10002,2
5671,10005,9
5671,10004,2
5671,10001,9
5671,10009,1
5671,10006,5
5671,10007,10
5672,10008,3
5672,10010,3
5672,10007,1
5672,10005,3
5672,10003,3
5672,10009,7
5672,10004,7
5672,10002,5
5673,10006,1
5673,10002,3
5673,10001,4
5674,10008,9
5674,10006,3
5674,10003,3
5674,10009,10
5674,10004,6
5674,10005,2
5674,10002,10
5675,10006,2
5676,10010,9
5676,10002,2
5676,10009,7
5676,10004,5
5676,10006,4
5676,10005,8
5676,10001,8
5676,10007,9
5677,10006,2
5677,10005,3
5677,10004,10
5677,10009,6
5678,10003,4
5678,10007,9
5678,10001,8
5678,10006,3
5678,10008,3
5679,10002,6
5679,10009,7
5680,10004,2
5680,10003,6
5680,10007,4
5680,10002,8
5681,10004,1
5681,10008,8
5681,10009,4
5681,10006,8
5681,10001,4
5681,10002,1
5682,10003,4
5682,10010,4
5683,10008,5
5683,10009,8
5683,10007,10
5683,10005,4
5683,10006,2
5683,10004,5
5683,10002,7
5684,10009,10
5684,10006,10
5684,10002,6
5684,10001,1
5684,10005,9
5684,10010,10
5685,10004,2
5685,10005,5
5685,10006,2
5685,10008,1
5686,10003,4
5687,10002,5
5687,10001,9
5687,10009,4
5688,10003,9
5688,10009,5
5688,10006,1
5688,10008,6
5688,10005,7
5688,10001,9
5689,10007,5
5689,10009,7
5689,10002,10
5689,10010,1
5689,10006,4
5690,10004,6
5690,10008,4
5690,10005,9
5691,10004,6
5691,10010,7
5691,10007,2
5692,10006,9
5692,10004,6
5692,10009,5
5692,10010,6
5693,10007,5
5693,10006,4
5693,10004,4
5693,10005,8
5693,10009,9
5693,10003,2
5693,10008,7
5694,10005,8
5695,10009,8
5695,10004,8
5695,10010,3
5695,10005,7
5695,10006,7
5695,10002,10
5696,10001,4
5696,10005,2
5696,10008,8
5696,10010,3
5696,10006,6
5697,10007,9
5697,10001,10
5697,10008,8
5697,10004,5
5698,10001,6
5698,10005,3
5699,10006,6
5699,10003,3
5699,10004,10
5699,10010,2
5699,10008,4
5700,10002,7
5700,10001,6
5700,10005,9
5700,10003,2
5700,10007,6
5700,10004,10
5700,10008,6
5700,10006,2
5701,10007,6
5701,10010,2
5701,10001,1
5701,10004,1
5701,10002,9
5702,10002,1
5702,10008,5
5703,10007,6
5703,10002,1
5703,10006,9
5703,10010,5
5703,10008,6
5703,10001,1
5704,10004,7
5704,10008,1
5704,10002,10
5704,10003,8
5704,10010,3
5704,10009,1
5704,10001,1
5704,10005,10
5705,10008,4
5706,10006,4
5706,10007,1
5706,10003,2
5706,10002,8
5706,10005,10
5706,10004,8
5706,10001,9
5706,10010,9
5707,10001,2
5707,10008,3
5707,10004,2
5707,10003,9
5707,10002,5
5707,10007,5
5708,10005,1
5708,10004,9
5708,10009,2
5708,10002,3
5708,10001,8
5708,10010,4
5709,10004,7
5709,10001,7
5709,10006,5
5709,10003,2
5709,10005,6
5709,10008,4
5709,10010,7
5709,10002,7
5710,10006,6
5710,10003,2
5711,10001,3
5712,10001,4
5712,10005,3
5712,10004,1
5712,10002,8
5713,10002,10
5713,10001,10
5713,10005,7
5714,10006,8
5714,10001,8
5714,10007,6
5714,10004,1
5714,10010,4
5714,10008,9
5714,10005,5
5715,10001,4
5715,10002,1
5715,10009,7
5715,10003,5
5715,10008,1
5715,10010,7
5715,10007,1
5716,10003,6
5716,10002,8
5717,10009,10
5717,10005,8
5717,10006,6
5717,10010,2
5717,10007,5
5718,10004,3
5718,10001,3
5719,10009,2
5719,10003,5
5720,10001,7
5721,10002,4
5721,10004,8
5721,10010,8
5721,10006,6
5721,10005,3
5722,10003,4
5723,10001,5
5723,10006,10
5723,10004,9
5723,10002,5
5723,10007,6
5723,10010,4
5723,10008,8
5723,10005,2
5724,10003,9
5724,10006,10
5724,10001,4
5724,10005,3
5724,10002,5
5724,10004,4
5725,10006,9
5725,10009,3
5725,10010,4
5725,10004,3
5725,10001,1
5725,10007,8
5726,10007,2
5726,10009,10
5726,10005,9
5726,10008,7
5726,10001,9
5727,10005,5
5727,10001,6
5727,10004,6
5728,10003,1
5728,10002,6
5728,10001,3
5729,10010,9
5729,10002,3
5729,10001,10
5729,10008,6
5729,10006,4
5729,10003,1
5729,10004,9
5730,10010,10
5730,10001,6
5730,10008,4
5730,10002,3
5730,10004,4
5730,10009,10
5731,10006,10
5732,10003,8
5733,10002,8
5733,10004,6
5733,10008,6
5733,10006,8
5734,10009,2
5735,10008,2
5735,10009,3
5735,10002,2
5735,10001,5
5736,10009,9
5737,10007,9
5737,10008,9
5737,10001,4
5738,10006,4
5738,10010,9
5738,10005,4
5738,10003,5
5739,10006,9
5739,10004,9
5740,10003,8
5740,10007,7
5740,10009,6
5740,10004,3
5740,10010,10
5741,10007,10
5742,10009,5
5742,10005,2
5743,10003,5
5744,10007,10
5744,10005,2
5744,10002,10
5744,10006,6
5744,10004,6
5744,10009,1
5744,10001,10
5745,10001,3
5746,10004,7
5746,10007,7
5747,10001,6
5747,10002,1
5747,10008,10
5747,10004,9
5747,10009,1
5747,10003,8
5748,10007,5
5748,10002,2
5748,10001,9
5748,10009,1
5748,10008,10
5748,10006,1
5749,10005,1
5749,10010,10
5750,10004,10
5750,10003,5
5751,10008,9
5751,10002,7
5751,10004,3
5751,10010,7
5752,10004,7
5753,10004,9
5754,10007,10
5754,10003,3
5754,10006,1
5754,10005,4
5755,10007,6
5755,10008,7
5755,10003,2
5755,10004,9
5755,10002,5
5755,10009,1
5755,10005,6
5756,10007,5
5756,10005,3
5757,10006,4
5757,10005,4
5758,10002,6
5758,10004,4
5758,10008,7
5758,10006,5
5758,10007,8
5758,10003,7
5758,10005,4
5758,10010,4
5759,10010,4
5759,10005,5
5759,10008,10
5760,10005,10
5760,10001,7
5760,10008,2
5760,10004,1
5761,10007,6
5761,10010,6
5761,10004,6
5761,10006,4
5761,10002,3
5762,10003,1
5762,10001,5
5762,10004,10
5762,10002,5
5762,10007,1
5763,10010,7
5763,10008,5
5763,10006,5
5763,10005,1
5764,10003,8
5764,10010,3
5764,10004,2
5764,10007,6
5764,10002,5
5764,10006,10
5764,10001,8
5765,10003,3
5765,10002,9
5765,10001,6
5765,10005,1
5765,10007,8
5765,10009,2
5765,10010,8
5765,10004,4
5766,10004,8
5766,10002,6
5766,10003,10
5766,10008,7
5766,10010,2
5766,10006,10
5766,10005,6
5766,10009,4
5767,10001,5
5767,10005,6
5767,10004,7
5767,10002,3
5767,10008,5
5768,10002,9
5769,10002,7
5769,10004,10
5769,10005,7
5769,10006,5
5769,10001,8
5769,10010,10
5770,10004,1
5770,10010,3
5770,10005,2
5770,10006,8
5770,10002,5
5770,10008,5
5770,10003,1
5770,10007,8
5771,10003,8
5771,10001,8
5771,10007,3
5772,10001,6
5773,10008,10
5774,10007,10
5774,10010,5
5774,10002,7
5775,10004,2
5775,10005,5
5776,10008,8
5776,10006,10
5776,10009,5
5776,10004,2
5776,10005,4
5776,10010,9
5776,10007,1
5777,10005,1
5777,10004,6
5777,10007,7
5777,10002,4
5777,10010,8
5777,10001,8
5778,10009,7
5778,10004,4
5778,10002,2
5778,10001,8
5778,10005,6
5779,10007,8
5780,10008,8
5781,10008,7
5781,10004,9
5781,10007,3
5781,10001,4
5782,10007,6
5782,10008,1
5782,10002,1
5782,10004,7
5783,10010,9
5784,10007,6
5784,10003,7
5784,10006,10
5784,10002,2
5784,10010,5
5784,10008,9
5784,10001,9
5784,10004,6
5785,10010,1
5785,10008,6
5785,10009,3
5786,10005,10
5786,10001,4
5786,10009,9
5786,10004,10
5786,10008,2
5786,10003,5
5786,10002,4
5786,10006,8
5787,10010,1
5787,10006,2
5787,10008,9
5787,10005,3
5787,10004,9
5787,10001,2
5787,10002,10
5788,10005,2
5788,10006,5
5789,10007,10
5789,10006,4
5789,10004,5
5789,10003,4
5789,10005,8
5789,10010,5
5789,10008,9
5789,10009,7
5790,10010,2
5790,10007,7
5790,10003,8
5790,10008,8
5790,10006,2
5790,10009,6
5790,10002,6
5790,10004,7
5791,10008,5
5791,10002,10
5791,10010,4
5791,10003,9
5792,10004,3
5792,10007,7
5792,10003,7
5792,10010,6
5792,10001,9
5792,10006,6
5792,10005,3
5792,10009,8
5793,10003,8
5793,10001,8
5793,10002,10
5793,10009,6
5793,10005,5
5793,10004,5
5793,10010,2
5793,10006,3
5794,10009,7
5794,10007,1
5794,10001,8
5794,10006,7
5795,10006,1
5795,10005,4
5795,10008,5
5795,10007,3
5795,10010,9
5795,10003,6
5796,10002,10
5797,10005,8
5797,10003,9
5797,10002,7
5798,10004,1
5798,10005,8
5798,10007,1
5798,10006,7
5799,10004,9
5799,10005,9
5800,10009,6
5800,10004,6
5800,10010,9
5801,10010,3
5801,10006,8
5801,10009,10
5801,10001,5
5802,10005,8
5802,10001,6
5802,10007,4
5802,10010,5
5802,10004,9
5802,10008,5
5802,10003,3
